09,09,09,09,09,09,09,13,17,17,17,17,17,12,09,13,17,17,17,17,17,12,09,09,09
09,13,17,17,17,17,17,18,08,06,06,06,07,16,17,18,08,06,06,06,07,14,09,09,09
09,21,08,06,06,06,06,06,00,00,00,00,00,06,06,06,00,00,00,00,04,14,09,09,09
09,21,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,15,17,17,12
13,18,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,06,07,14
21,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,14
21,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,14
11,19,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,14
09,21,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,22,10
09,11,19,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,22,10,09
09,09,21,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,22,10,09,09
09,09,21,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,14,09,09,09
09,09,21,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,15,17,12,09
09,09,21,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,07,15,12
09,13,18,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,14
09,21,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,14
09,21,03,00,00,00,00,00,00,00,00,00,00,00,02,02,02,00,00,00,00,00,00,04,14
09,11,19,03,02,02,00,00,00,00,02,02,02,05,22,20,19,01,00,00,00,00,00,04,14
09,09,11,20,20,19,03,02,02,05,22,20,20,20,10,09,21,03,02,02,02,02,02,05,14
09,09,09,09,09,11,20,20,20,20,10,09,09,09,09,09,11,20,20,20,20,20,20,20,10

0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1

